Artist_Album,Label,Country,Format,Notes,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Dizzy Reece – Star Bright,Blue Note – BLP 4023,US,"Vinyl, LP, Album, Mono","Recorded on November 19, 1959.

Wynton Kelly and Paul Chambers performs by courtesy of Vee-Jay Records.
""RVG""-stamp in deadwax.",Jazz,1959,Hard Bop,"Rated 4.71 of 14 votes (92 have, 255 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.4%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$350.00
The Miles Davis Quintet – Workin' With The Miles Davis Quintet,Prestige – PRLP 7166,US,"Vinyl, LP, Album, Mono, Deep groove","Yellow & black fireworks labels with ""203 South Washington Ave. Bergenfield, N.J."" address printed at top and ""Long playing microgroove"" at bottom. ""RVG"" stamped into deadwax.

Recorded at Rudy Van Gelder Studio, Hackensack, New Jersey

Variant 2 runout does not have AB on side A",Jazz,Jan 1960,"Hard Bop, Bop","Rated 4.62 of 101 votes (813 have, 1036 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$350.00
Jackie McLean – Right Now!,Blue Note – BST 84215,US,"Vinyl, LP, Album","This LP was recorded and prepared prior to the label's sale to Liberty Records in 1966. However, it was not pressed and released until afterwards.

First stereo pressings have:

""BLUE NOTE RECORDS INC NEW YORK USA"" on label both sides.
""Van Gelder"" stamped in the run-out on both sides.

Since this LP was not released prior to 1966 it was not pressed by Plastylite and the run-outs do not have the P (For Plastylite, sometimes referred to as ""Ear"")",Jazz,1966,Hard Bop,"Rated 4.68 of 19 votes (119 have, 193 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$398.98
Red Garland – When There Are Grey Skies,"Prestige – PR 7258, Prestige – PRST 7258",US,"Vinyl, LP, Album, Stereo","Recorded October 9, 1962.",Jazz,1962,Hard Bop,"No Rating Yet (11 have, 23 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.4%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$355.00
Sonny Rollins – Freedom Suite,Riverside Records – RLP 12-258,US,"Vinyl, LP, Album, Mono","Recorded in New York; February, 1958.

Blue/silver large (100 mm) label. No INC, with deep groove.
Address on lower rear sleeve: 553 West 51st Street, New York 19, N.Y.",Jazz,1958,Hard Bop,"Rated 4.40 of 30 votes (261 have, 275 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,WOR Studios,nan,$400.00
The Horace Silver Quintet Plus J.J. Johnson – The Cape Verdean Blues,Blue Note – BLP 4220,US,"Vinyl, LP, Album, Mono","J.J. Johnson performs by courtesy of RCA-Victor Records.

Label information:
33 1/3 Microgroove Long Playing
Blue Note Records Inc - New York USA

Sleeve Information:
For Complete Catalog Write To Blue Note Records Inc., 43 West 61st St., New York 23

Matrix/Runout Information:
Ear symbol on both sides",Jazz,Dec 1965,"Hard Bop, Post Bop, Latin Jazz","Rated 4.50 of 50 votes (348 have, 321 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),97.1%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$360.00
Sonny Rollins – Way Out West,Stereo Records (4) – S7017,US,"Vinyl, LP, Album, Stereo","Recorded at Contemporary's studio in Los Angeles March 7, 1957. Liner notes dated June 6, 1957.

First stereo pressing",Jazz,1958,Hard Bop,"Rated 4.75 of 16 votes (80 have, 240 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.1%,nan,"RCA Records Pressing Plant, Hollywood",$362.99
The Prestige All Stars – All Night Long,"Prestige – LP 7073, Prestige – PRLP 7073",US,"Vinyl, LP, Album, Mono","Recorded in Hackensack, NJ; December 28, 1956.

446 W. 50th ST., N. Y. C. address",Jazz,1957,Hard Bop,"Rated 4.60 of 5 votes (69 have, 225 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.4%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$350.00
Lee Morgan – Delightfulee,Blue Note – BLP 4243,US,"Vinyl, LP, Album, Mono","Recorded on April 8 (A3, B1) and May 27 (all others), 1966

Publishers:
- A1, A2, B2, B3: Blue Horizon Music - BMI
- A3: Maclen Music, Inc. - BMI
- B1: Sunbeam Music Corp. - BMI",Jazz,1967,Hard Bop,"Rated 4.73 of 11 votes (94 have, 242 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),99.9%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$314.39
The Miles Davis Quintet – Cookin' With The Miles Davis Quintet,"Prestige – PRLP 7094, Prestige – Prestige 7094",US,"Vinyl, LP, Album, Mono, Repress","Labels: PRLP 7094
Spine and front/rear jacket: Prestige 7094

Recorded on October 26, 1956.

Second press address for this release.
Labels read:
Prestige Records, Inc.,
203 South Washington Ave, Bergenfield NJ",Jazz,1958,Hard Bop,"Rated 4.82 of 34 votes (315 have, 259 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.4%,nan,"Abbey Record Manufacturing Co., Inc.",$333.00
The John Coltrane Quartet – Africa / Brass,Impulse! – A-6,US,"Vinyl, LP, Album, Promo, Mono","non-gatefold promo cover.

The 'tip on' cover features the graphics from the inner gatefold of the actual release - with the portrait on the back and the text on the front.

Some covers state 'Stereo' but the vinyl is the mono.",Jazz,1961,"Free Jazz, Hard Bop, Modal","Rated 5.00 of 1 votes (18 have, 197 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.9%,nan,nan,$350.00
Art Blakey & The Jazz Messengers – A Night In Tunisia,Blue Note – BLP 4049,US,"Vinyl, LP, Album, Mono","Lee Morgan and Wayne Shorter performs by courtesy of Vee-Jay Records.
Bobby Timmons performs by courtesy of Riverside Records.

Recorded on August 7 & 14, 1960.

The first original pressing has:
- Front laminated jacket
- Blue Note Records Inc. - 47 West 63rd - NYC address and the (R) for the registration mark below the E in NOTE on the deep grooved labels.
- RVG stamped and ""ear"" or ""P"" symbol for Plastylite into the dead wax.
- 43 West 61st St. address with New York 23 on back cover",Jazz,Feb 1961,Hard Bop,"Rated 4.64 of 53 votes (361 have, 622 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$399.99
Jackie McLean – It's Time!,"Blue Note – 4179, Blue Note – BLP 4179",US,"Vinyl, LP, Album, Mono","Recorded on August 5, 1964.
Has the ""ear"" symbol (Plastylite) stamped on both sides.
A1, B1 published by Tolltone Publ. Co,, BMI
A2, A3, B2, B3 published bt Blue Horizon Music, BMI",Jazz,Jun 1965,Hard Bop,"Rated 4.53 of 19 votes (129 have, 365 want)",Very Good (VG),Sleeve: Very Good (VG),97.4%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$399.99
Grant Green – Grant's First Stand,Blue Note – BLP 4064,US,"Vinyl, LP, Album, Reissue, Mono","Recorded January 28, 1961.

Second pressing with NYC labels (original pressing has W. 63rd St, NYC address on label).",Jazz,1962,"Hard Bop, Soul-Jazz","Rated 4.20 of 5 votes (35 have, 147 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.9%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$380.00
The Miles Davis Quintet – Cookin' With The Miles Davis Quintet,"Prestige – 7094, Prestige – PRLP 7094",US,"Vinyl, LP, Album, Mono","Deep Groove 1st Pressing with Prestige ""Fireworks"" Labels that have the 446 West 50th Street, New York 19, N.Y. address + has Rudy Van Gelder's RVG Mastering Stampers in the Dead Wax. the Cover has the 447 West 50th Street, New York 19, N.Y. address.

Recorded on October 26, 1956.",Jazz,Jul 1957,Hard Bop,"Rated 4.70 of 63 votes (458 have, 825 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,"Abbey Record Manufacturing Co., Inc.",$344.12
John Coltrane – Coltrane,"Prestige – LP 7105, Prestige – PRLP 7105",US,"Vinyl, LP, Album, Reissue, Mono","Recorded in New York City, Rudy Van Gelder Studio, May 31, 1957.

Second pressing with yellow NJ labels. In use between 1958-1964.",Jazz,1958,Hard Bop,"Rated 4.83 of 12 votes (64 have, 241 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$360.00
Charles Mingus – Mingus At Monterey,"Jazz Workshop – JWS 001, Jazz Workshop – JWS 002",US,"2 × Vinyl, LP, Album","Recorded September 20, 1964, at the Monterey Jazz Festival, Monterey, California.
Original private pressing available through mail order only from Mingus himself.

Originally Issued as a double LP in a single pocket cover.

Some parts are etched, as if they were corrected. They are as follows:
Side 1B: the ""89"" of 5089
Side 2A : 5081 and the R
Side 2B : 5088",Jazz,1965,"Hard Bop, Post Bop","Rated 4.33 of 3 votes (33 have, 91 want)",Near Mint (NM or M-),Sleeve: No Cover,99.5%,Monterey Jazz Festival,nan,$325.00
Miles Davis – Miles Davis And The Modern Jazz Giants,Prestige – PRLP 7150,US,"Vinyl, LP, Album, Mono, Repress","Recorded on December 24, 1954 and October 26, 1956 (B1). Originally released early 1958, simulated stereo copies do exist.

Track B3 was previously released as a 10 inch, 16rpm disc.

This is a later pressing with dark blue label, address of ""203 S. Washington Ave., Bergenfield, N.J.""",Jazz,1964,"Bop, Hard Bop","Rated 4.56 of 9 votes (78 have, 135 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),87.8%,nan,nan,$399.00
The Ray Draper Quintet Featuring John Coltrane – The Ray Draper Quintet Featuring John Coltrane,"New Jazz – NJLP 8228, Status Records (2) – 8228",US,"Vinyl, LP, Album, Mono","Purple ""New Jazz"" label with ""RVG"" Rudy Van Gelder mastering stamp in dead.

Cover front is ""New Jazz"" & spine of cover reads ""New Jazz 8228""
with ""Status"" sticker applied on front & has a ""Status"" back panel.

From the labels:
Ray Draper with John Coltrane
Label: NJLP 8228
High Fidelity
A Product Of Prestige Records Inc., 203 S. Washington Ave., Bergenfield. N.J.

Rear Cover:
Status 8228 (upper right hand corner)
For a free catalog send to STATUS RECORDS, 203 So. Washington Ave., Bergenfield, N.J.",Jazz,1958,Hard Bop,"Rated 5.00 of 1 votes (3 have, 20 want)",Very Good (VG),Sleeve: Good (G),99.8%,nan,nan,$368.00
Sonny Rollins – Plus 4,Prestige – PRLP 7038,US,"Vinyl, LP, Album, Mono","Recorded in New York City; March 22, 1956.

First pressing: NYC fireworks label with deep groove, and Tom Hannan-designed purple and red frame cover with 446 W. 50th St. address on reverse.",Jazz,1956,Hard Bop,"Rated 4.59 of 29 votes (137 have, 277 want)",Very Good (VG),Sleeve: Good Plus (G+),99.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$385.71
John Coltrane – My Favorite Things,Atlantic – 1361,US,"Vinyl, LP, Album, Mono","Recorded at Atlantic Studios, New York, NY
Track A1 on October 21, 1960
Track B1 on October 24, 1960
Tracks A2 & B2 on October 26, 1960

Red/purple white fan labels.

Publishers:
A1: Williamsson, ASCAP
A2: Chappell, ASCAP
B1: Gershwin Pub., ASCAP
B2: New World, ASCAP

Printed in U.S.A.",Jazz,1961,"Hard Bop, Modal","Rated 4.60 of 121 votes (844 have, 1118 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),100.0%,Atlantic Studios,nan,$310.04
Bennie Green – Walkin' And Talkin',Blue Note – BLP 4010,US,"Vinyl, LP, Album, Mono","Blue Note Records, 47 West 63rd, NYC blue and white deep groove labels with ""P"" Plastylite stamp and RVG machine stamp on both sides.

Recorded on January 25, 1959.",Jazz,1959,Hard Bop,"Rated 4.69 of 13 votes (86 have, 189 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$349.99
Jackie McLean – Bluesnik,Blue Note – BST 84067,US,"Vinyl, LP, Album, Stereo","Second stereo issue.

Labels have 'New York USA' address.

There is an inverted 'P' (also known as the ""ear"") in the runout on both sides.",Jazz,1963,Hard Bop,"Rated 4.67 of 3 votes (35 have, 104 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.6%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$329.99
Albert Ayler – My Name Is Albert Ayler,Fantasy – 6016,US,"Vinyl, LP, Album, Mono","Recorded in Copenhagen, Denmark, January 14, 1963.

©1965",Jazz,1965,"Hard Bop, Free Jazz","Rated 4.43 of 7 votes (33 have, 192 want)",Mint (M),Sleeve: Mint (M),100.0%,nan,nan,$350.00
Blue Mitchell Sextet – Blue Soul,Riverside Records – RLP 12-309,US,"Vinyl, LP, Album, Mono","New York; September, 1959.",Jazz,1959,Hard Bop,"Rated 4.43 of 7 votes (78 have, 179 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,Reeves Sound Studios,nan,$325.00
"Sonny Rollins – A Night At The ""Village Vanguard""",Blue Note – BLP 1581,US,"Vinyl, LP, Album, Mono","Recorded live on November 3, 1957.

This label has been used from december 1957 up to the end 1959.

The 1st original mono issue has:
- deep grooved blue/white Blue Note Records labels with 47 West 63rd - NYC address
- No ® under the 'E' of Blue Note
- RVG stamped and ""P"" (otherwise wrongly called ""ear"") for Plastylite etched in the trail off
- front laminated cover with no address on back and blank spine",Jazz,Dec 1957,"Hard Bop, Bop","Rated 4.61 of 44 votes (295 have, 495 want)",Very Good (VG),Sleeve: Very Good (VG),98.5%,Village Vanguard,Plastylite,$354.41
Dexter Gordon – Doin' Allright,Blue Note – BLP 4077,US,"Vinyl, LP, Album, Mono","Recorded on May 6, 1961.

The 1st original Mono issue has:
- blue and white Blue Note Records Inc. - 47 West 63rd - NYC address on labels (with ""Inc"" and ®),
- RVG stamped and P (wrongly called ""ear"") for Plastylite plant in the dead wax, both sides,
- Blue Note Records Inc., 43 West 61st St., New York 23 address on back-cover,
- laminated cover",Jazz,1961,Hard Bop,"Rated 4.42 of 19 votes (141 have, 323 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),95.2%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$358.00
Bennie Green – Soul Stirrin',Blue Note – BLP 1599,US,"Vinyl, LP, Album, Mono","Recorded on April 28, 1958.",Jazz,1958,Hard Bop,"Rated 4.72 of 18 votes (144 have, 259 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),98.5%,"Van Gelder Studio, Hackensack, New Jersey",nan,$374.47
John Coltrane – Lush Life,"Prestige – 7188, Prestige – PRLP 7188",US,"Vinyl, LP, Album, Mono","First pressing with yellow fireworks label featuring Bergenfield address.

1st cat# on front cover; 2nd cat# on center labels

= = =
Composition credits from labels, sides A and B
Alternate titles:
Lush Life : John Coltrane / Trio, Quartet, And Quintet (jacket, rear)
Lush Life : John Coltrane / (Trio & Quintet) -- disc labels, sides A and B
A2 -- Trane's Slo Blues (label) ; Trane's Slow Blues (jacket, rear)",Jazz,Jan 1961,Hard Bop,"Rated 4.51 of 76 votes (574 have, 642 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$375.00
Nick Ayoub Quintet – The Montreal Scene,RCA Victor – PC-1042,Canada,"Vinyl, LP, Album, Mono","Title appears as ""The Jazz Scene: Montreal"" on labels
Dynagroove",Jazz,1964,"Hard Bop, Cool Jazz","Rated 4.25 of 4 votes (44 have, 157 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$299.99
The Miles Davis Quintet – Workin' With The Miles Davis Quintet,Prestige – PRLP 7166,US,"Vinyl, LP, Album, Mono, Deep groove","Yellow & black fireworks labels with ""203 South Washington Ave. Bergenfield, N.J."" address printed at top and ""Long playing microgroove"" at bottom. ""RVG"" stamped into deadwax.

Recorded at Rudy Van Gelder Studio, Hackensack, New Jersey

Variant 2 runout does not have AB on side A",Jazz,Jan 1960,"Hard Bop, Bop","Rated 4.62 of 101 votes (813 have, 1036 want)",Very Good (VG),Sleeve: Good (G),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$300.00
"Jackie McLean – Swing, Swang, Swingin'",Blue Note – BLP 4024,US,"Vinyl, LP, Album, Mono, 47W63","Recorded on October 20, 1959.

Blue and white labels with deep groove and 47 WEST 63rd - NYC address. RVG stamp and ""ear"" etched in the dead wax,
Also released as BST 84024.",Jazz,Mar 1960,Hard Bop,"Rated 4.78 of 23 votes (121 have, 265 want)",Very Good (VG),Sleeve: Good Plus (G+),99.5%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$300.00
Sonny Rollins Quartet – Tenor Madness,Prestige – PRLP 7047,US,"Vinyl, LP, Album, Reissue, Mono","Recorded in Hackensack, NJ; May 24, 1956.

Deep groove both sides of the label.
Bergenfield, NJ address on the label.",Jazz,1958,"Bop, Hard Bop","Rated 4.80 of 10 votes (72 have, 113 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.8%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$275.00
Lou Donaldson – The Time Is Right,Blue Note – BLP 4025,US,"Vinyl, LP, Album, Mono","Recorded on October 31 and November 28, 1959.
Original mono pressing with 47 W 63rd • NYC address on labels, deep groove, RVG and Plastylite P/""ear"" stamps on both sides.
Back cover address reads: BLUE NOTE RECORDS INC., 43 West 61st St., New York 23.

Blue Mitchell performs by courtesy of Riverside Records.",Jazz,1960,"Hard Bop, Soul-Jazz","Rated 4.57 of 21 votes (124 have, 224 want)",Very Good (VG),Sleeve: Very Good (VG),97.4%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$299.99
Blue Mitchell – Blue's Moods,Riverside Records – RLP 9336,US,"Vinyl, LP, Album, Stereo","Recorded at Plaza Sound Studios in New York City; August 24 and 25, 1960.",Jazz,1960,Hard Bop,"Rated 4.50 of 4 votes (27 have, 136 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,Plaza Sound Studios,nan,$275.00
Blue Mitchell – Blue's Moods,Riverside Records – RLP 9336,US,"Vinyl, LP, Album, Stereo","Recorded at Plaza Sound Studios in New York City; August 24 and 25, 1960.",Jazz,1960,Hard Bop,"Rated 4.50 of 4 votes (27 have, 136 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,Plaza Sound Studios,nan,$299.99
Jackie McLean – A Fickle Sonance,Blue Note – BLP 4089,US,"Vinyl, LP, Album, Mono","Recorded on October 26, 1961. Released in 1962

Tracks' duration source Wikipedia: en.wikipedia.org/wiki/A_Fickle_Sonance",Jazz,1962,Hard Bop,"Rated 4.60 of 20 votes (99 have, 271 want)",Very Good (VG),Sleeve: Very Good (VG),99.1%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$300.00
Sonny Rollins – The Sound Of Sonny,Riverside Records – RLP 12-241,US,"Vinyl, LP, Album, Mono, Microgroove","Recorded in New York; June 11, 12 and 19, 1957

Blue and silver, large-diameter labels with ""Bill Grauer Productions, Inc."" printed across bottom",Jazz,1957,Hard Bop,"Rated 4.63 of 8 votes (95 have, 111 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.0%,nan,nan,$260.34
John Coltrane – A Love Supreme,Impulse! – A-77,US,"Vinyl, LP, Album, Mono, Gatefold","Recorded December 9th, 1964.

This is the variant with side indications on the labels. There is another variant
without side indications on the labels

""A Product of ABC-Paramount Records Inc."" printed at bottom of labels

The thick cardstock gatefold sleeve has a heavily laminated glossy finish but the inside
of the gatefold does not.",Jazz,1965,"Free Jazz, Hard Bop, Modal","Rated 4.68 of 205 votes (1398 have, 3685 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,nan,nan,$299.00
"Art Blakey Quintet – A Night At Birdland, Volume 2",Blue Note – BLP 1522,US,"Vinyl, LP, Compilation, Mono","Recorded live on February 21, 1954.

1st original mono issue has:
- deep grooved blue/white Blue Note Records labels with 767 Lexington Ave N.Y.C. addess
- flat edge vinyl with RVG etched and ""P"" (otherwise wrongly called ""ear"") for Plastylite etched in the trail off, both sides
- no address on back cover
- blank spine on cover",Jazz,Sep 1956,Hard Bop,"Rated 4.69 of 16 votes (122 have, 261 want)",Very Good (VG),Sleeve: Very Good (VG),97.4%,Birdland,Plastylite,$299.99
The Miles Davis Quintet – Workin' With The Miles Davis Quintet,Prestige – PRLP 7166,US,"Vinyl, LP, Album, Mono, Deep groove","Yellow & black fireworks labels with ""203 South Washington Ave. Bergenfield, N.J."" address printed at top and ""Long playing microgroove"" at bottom. ""RVG"" stamped into deadwax.

Recorded at Rudy Van Gelder Studio, Hackensack, New Jersey

Variant 2 runout does not have AB on side A",Jazz,Jan 1960,"Hard Bop, Bop","Rated 4.62 of 101 votes (813 have, 1036 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$271.66
"Freddie Hubbard – The Night Of The Cookers - Live At Club La Marchal, Volume 2",Blue Note – BLP 4208,US,"Vinyl, LP, Album, Mono","Recorded live on April 9, 1965.

1st original MONO issue has:
- blue/white Blue Note Records labels with NEW YORK USA,
- VAN GELDER stamped and ""P"" (wrongly called ""ear"") for Plastylite plant etched in the dead wax, both sides,
- non-laminated cover with 43 West 61st St., New York 23 address on back

Side 1 runout matrix has an ""X"" etched over the incorrect ""8"" and then followed by a correct ""7"".
Side 2 runout matrix has an ""X"" etched over the incorrect ""8"" and then followed by a correct ""7"" and then the correct ""B"" etched over the incorrect ""A"".",Jazz,1966,"Hard Bop, Post Bop","Rated 4.18 of 11 votes (68 have, 128 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Club La Marchal,Plastylite,$300.00
Lou Donaldson – Blues Walk,Blue Note – BLP 1593,US,"Vinyl, LP, Album, Mono, Deep Groove","Recorded on July 28, 1958.

""Deep Groove"" pressing, identifiable by circular groove (app 1/8"" wide) pressed into the center label 1 1/4 inch from the center of the disc. See images.

Address printed on label: Blue Note Records • 47 West 63rd • NYC (no ""INC"" or ® on label)

Later pressings may be partially identified by variations of this address.",Jazz,1958,"Bop, Hard Bop","Rated 4.82 of 33 votes (221 have, 483 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$288.46
Art Blakey & The Jazz Messengers – At The Jazz Corner Of The World Vol. 1,Blue Note – BLP 4015,US,"Vinyl, LP, Album, Mono","Recorded live on April 15, 1959.
This is the first volume of two, the second is BLP 4016.
Labels have 47 West 63rd NYC address. Deep groove. No ""Inc"", no ®.

RVG stamp and Plastylite 'ear' in the deadwax., both sides.

Laminated cover.
Also released as BST 84015.",Jazz,1959,Hard Bop,"Rated 4.59 of 34 votes (273 have, 245 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Birdland,Plastylite,$300.00
Charles Mingus – Mingus Ah Um,Columbia – CS 8171,US,"Vinyl, LP, Album, Stereo","First pressing from 1959.

Features Deep Groove label

Rear cover features a bold 3 in the bottom right corner of the jacket.

Deep groove ridge can be seen and felt running the perimeter of the red inner label and the black outer ring.

Recorded at 30th Street Studio, NYC.
May 5, 1959 (A1, B1-B4) / May 12, 1959 (A2-A5).

Identical cover to Mingus Ah Um except for 3 code.",Jazz,14 Sep 1959,"Hard Bop, Bop","Rated 4.78 of 9 votes (70 have, 345 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),97.3%,Columbia 30th Street Studio,nan,$254.99
Miles Davis Sextet* – Someday My Prince Will Come,Columbia – CS 8456,US,"Vinyl, LP, Album, Stereo","Early pressing variant released on a '6-eye' label.

The text layout used on the labels is different on this version.
The title appears in three lines instead of two.

Has the number ""4"" printed in the lower right corner of the back sleeve.
This is a printing plant code. The exact identity of this plant is unknown.",Jazz,1961,Hard Bop,"Rated 4.42 of 57 votes (655 have, 268 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$260.00
Tubby Hayes And The Jazz Couriers Featuring Ronnie Scott – The Jazz Couriers,Tempo Records (5) – TAP 15,UK,"Vinyl, LP, Album, Mono","As compiled in Just Jazz 3 (Jazz Discography 1958) by Frank Dutton and Eric Townley.

Recorded: London, August 8, 1957 (A1, A2, B3, B4)
Recorded: London, August 15, 1957 (A3 to B2)

Cover variation. 'The Jazz Couriers' on front, 'Tubby Hayes and the Jazz Couriers' on back.
also released with 'Tubby Hayes and the Jazz Couriers' on front.",Jazz,1958,Hard Bop,"Rated 4.33 of 6 votes (25 have, 136 want)",Good Plus (G+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$289.95
The Jazz Messengers* – At The Cafe Bohemia Volume 1,Blue Note – BLP 1507,US,"Vinyl, LP, Album, Mono","Recorded live on November 23, 1955.

The 1st original mono issue has:
- deep grooved blue/white Blue Note Records labels with 767 Lexington Ave N.Y.C. addess,
- flat edge vinyl with RVG and ""P"" (otherwise wrongly called ""ear"") for Plastylite plant, both etched in the trail off,
- non laminated framed front cover,
- Blue Note Records, 767 Lexington Ave., New York 21 address on back cover,
- blank spine on cover.",Jazz,Jan 1956,Hard Bop,"Rated 4.52 of 46 votes (303 have, 435 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,Café Bohemia,Plastylite,$299.99
Miles Davis All Stars – Out Of The Blue,Prestige – prEP 1361,US,"Vinyl, 7"", 45 RPM, EP","Originally recorded on October 5, 1951.",Jazz,1954,Hard Bop,"No Rating Yet (5 have, 24 want)",Very Good Plus (VG+),Sleeve: Generic,100.0%,nan,nan,$299.98
Jackie McLean – McLean's Scene,"New Jazz – 8212, New Jazz – NJLP 8212",US,"Vinyl, LP, Album, Mono","Tracks A1, A3, B1 recorded December 14, 1956; Tracks A2, B2, B3 February 15, 1957.
Recorded at Van Gelder Studios, Hackensack, NJ.

Catalogue # 8212 on cover,
NJLP 8212 on back.
NJLP 8212 A matrix label A Side,
NJLP 8212 B matrix label B Side.",Jazz,1958,Hard Bop,"Rated 4.67 of 15 votes (103 have, 200 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.5%,"Van Gelder Studio, Hackensack, New Jersey",nan,$295.00
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono","This pressing has:
- W 63 street address and no ® and microgroove on the labels
- Deep groove on both sides.
- no Inc. in address on back cover.
-""P"", for Plastylite Recording plant etched.
- RVG stamped in the trail off, both sides.
- Address in back cover should be printed with Serif font as it is considered the first printing. (Fred Cohen's ""A guide for Identifying Original Pressings"" p105)

Miles Davis performs by courtesy of Columbia Records.
Hank Jones performs by courtesy of Capitol Records.
Recorded on March 9, 1958.",Jazz,May 1958,"Bop, Hard Bop","Rated 4.70 of 194 votes (1087 have, 1718 want)",Very Good (VG),Sleeve: Very Good (VG),99.5%,nan,Plastylite,$300.00
Lee Morgan – The Sidewinder,"Blue Note – BST 84157, Blue Note – 4157",US,"Vinyl, LP, Album, Stereo","Original stereo pressing (BST 84157) in original mono sleeve (4157) with ""STEREO"" sticker on front cover.
""Blue Note Records, Inc. • New York USA"" printed on labels and the Plastylite ""ear"" etching in the run out.

Barry Harris performs courtesy of Riverside Records.",Jazz,1964,Hard Bop,"Rated 4.70 of 10 votes (61 have, 292 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,nan,Plastylite,$299.00
