Label,Country,Genre,Release_Date,Style,fpress,spress,tpress,original,rare,dgroove,sealed,promo,xnotes,price,artist,album,reclabel,recyear,rating,votes,haves,wants,sleeve_cond_abbr,media_cond_abbr,seller_rating,media_cond_num,sleeve_cond_num
Blue Note – BST 84220,US,Jazz,Dec 1965,"Hard Bop, Post Bop",1,0,0,1,0,0,0,0,1,25.0,The Horace Silver Quintet Plus J.J. Johnson , The Cape Verdean Blues,Blue Note ,65,4.53,59.0,400.0,248.0,VG,G+,0.997,4,5
Limelight – LM 2-8201,US,Jazz,1965,"Hard Bop, Bop",0,0,0,0,0,0,0,0,0,25.0,Clifford Brown , The Immortal Clifford Brown,Limelight ,65,4.25,4.0,42.0,13.0,VG+,NM or M-,0.987,7,6
Columbia – CL 1002,US,Jazz,1957,"Afro-Cuban Jazz, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Art Blakey And The Jazz Messengers* , Drum Suite,Columbia ,57,4.34,135.0,1184.0,448.0,VG,VG+,1.0,6,5
Blue Note – BST 89901,US,Jazz,1968,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,25.0,Jimmy Smith , Jimmy Smith's Greatest Hits!,Blue Note ,68,4.15,41.0,500.0,27.0,VG,NM or M-,0.996,7,5
Prestige – PR 7455,US,Jazz,1967,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Booker Ervin With Dexter Gordon , Setting The Pace,Prestige ,67,4.42,12.0,52.0,73.0,NM or M-,VG,0.9940000000000001,5,7
Vee Jay Records – VJ - 2508,US,Jazz,1965,Hard Bop,0,0,0,0,0,0,0,1,1,25.0,The Lee Morgan Quintet* , The Lee Morgan Quintet,Vee Jay Records ,65,4.43,7.0,38.0,18.0,VG,VG,1.0,5,5
Impulse! – A-45,US,Jazz,1964,Hard Bop,0,0,0,1,1,0,1,1,1,25.0,Art Blakey Quartet , A Jazz Message,Impulse! ,64,4.39,28.0,222.0,128.0,VG,VG,1.0,5,5
Columbia – CS 8156,US,Jazz,1959,Hard Bop,1,0,0,0,0,0,0,0,1,25.0,The Dave Brubeck Quartet , Gone With The Wind,Columbia ,59,4.03,63.0,803.0,65.0,NM or M-,NM or M-,0.993,7,7
United Artists Jazz – UAJS 15001,US,Jazz,1963,"Hard Bop, Modal",0,0,0,1,0,0,0,0,1,25.0,John Coltrane , Coltrane Time,United Artists Jazz ,63,4.2,15.0,214.0,99.0,VG+,VG+,0.997,6,6
Atlantic – SD 1541,US,Jazz,1970,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,John Coltrane , The Best Of John Coltrane,Atlantic ,70,4.67,6.0,145.0,28.0,VG,G,1.0,3,5
Prestige – PR 7313,US,"Jazz, Funk / Soul, Blues",1964,"Hard Bop, Rhythm & Blues, Soul-Jazz, Electric Blues",0,0,0,1,1,0,1,1,1,25.0,Various ," Groovy Goodies, Vol. 2",Prestige ,64,4.0,2.0,8.0,2.0,VG+,NM or M-,0.9940000000000001,7,6
Atlantic – 1382,US,Jazz,1962,"Hard Bop, Modal",0,1,0,0,0,0,0,0,1,25.0,John Coltrane , Coltrane Plays The Blues,Atlantic ,62,4.42,12.0,132.0,135.0,VG+,VG,1.0,5,6
Riverside Records – RLP 12-311,US,Jazz,1960,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,The Cannonball Adderley Quintet Featuring Nat Adderley , The Cannonball Adderley Quintet In San Francisco,Riverside Records ,60,4.15,33.0,471.0,104.0,G+,VG,0.997,5,4
EmArcy – MG 26045,US,Jazz,1954,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Herb Geller , Herb Geller Plays,EmArcy ,54,4.0,3.0,24.0,15.0,VG,VG,1.0,5,5
"Prestige – PR 7665, Prestige – PRST 7665",US,Jazz,1969,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Art Farmer , Early Art,Prestige ,69,4.5,4.0,38.0,13.0,NM or M-,NM or M-,0.998,7,7
Verve Records – V-8497,US,Jazz,1962,"Hard Bop, Post Bop",0,0,0,1,0,1,0,0,1,25.0,Shelly Manne / Bill Evans With Monty Budwig , Empathy,Verve Records ,62,4.31,26.0,233.0,89.0,VG+,VG+,1.0,6,6
"Vee Jay Records – LP-3022, Vee Jay Records – VJLP-3022",US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Wynton Kelly , Wynton Kelly!,Vee Jay Records ,61,4.25,8.0,136.0,81.0,G+,VG+,1.0,6,4
"Modern Records (2) – LPM 1208, Crown Records (2) – CLP 5008",US,Jazz,1957,"Hard Bop, Big Band, Swing",0,0,0,1,0,0,0,0,1,25.0,The Modern Jazz Stars , Jazz Surprise,Modern Records (2) ,57,5.0,5.0,15.0,11.0,VG,VG,0.996,5,5
Verve Records – V-8508,US,Jazz,1963,"Bop, Hard Bop, Modal",0,0,0,0,0,0,0,0,0,25.0,Oliver Nelson , Full Nelson,Verve Records ,63,4.4,5.0,121.0,59.0,NM or M-,VG+,0.9940000000000001,6,7
"Prestige – PR 7215, Prestige – PRLP 7215",US,Jazz,1961,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Mose Allison , Ramblin' With Mose,Prestige ,61,4.0,8.0,113.0,71.0,VG+,VG+,1.0,6,6
Columbia – CL 2164,US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Thelonious Monk , Big Band And Quartet In Concert,Columbia ,64,4.5,4.0,51.0,37.0,VG+,VG+,0.966,6,6
Charlie Parker Records – PLP-806,US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Cecil Payne , The Connection,Charlie Parker Records ,62,4.5,10.0,107.0,40.0,NM or M-,NM or M-,1.0,7,7
Carlton – LP-12/113,US,Jazz,25 Jun 1959,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Tony Scott (2) / Jimmy Knepper , Free Blown Jazz,Carlton ,59,3.71,7.0,113.0,55.0,VG+,VG+,1.0,6,6
Columbia – CL 1084,US,Jazz,1957,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,The J.J. Johnson Quintet , Dial J.J. 5,Columbia ,57,3.33,3.0,22.0,5.0,NM or M-,NM or M-,0.995,7,7
"Vee Jay Records – LP 3010, Vee Jay Records – VJLP 3010",US,Jazz,1960,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Louis Hayes , Louis Hayes,Vee Jay Records ,60,4.65,17.0,121.0,110.0,VG+,VG,1.0,5,6
Supraphon – SUA 15987,Czechoslovakia,Jazz,1969,"Hard Bop, Free Jazz, Big Band",0,0,0,0,0,0,0,0,0,25.0,Various , 4th International Jazz Festival Praha 1967,Supraphon ,69,0.0,0.0,40.0,33.0,VG+,VG+,1.0,6,6
Prestige – PR 7292,US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,John Coltrane , The Believer,Prestige ,64,4.25,4.0,63.0,87.0,G+,VG,1.0,5,4
"Blue Note – 84061, Blue Note – BST 80461, Blue Note – BST-80461",US,Jazz,1970,Hard Bop,1,0,0,0,0,0,0,0,1,25.0,Donald Byrd ," At The Half Note Cafe, Vol. 2",Blue Note ,70,4.25,4.0,29.0,34.0,VG,VG,1.0,5,5
"Prestige – PR 7210, Prestige – PRLP 7210",US,Jazz,1961,Hard Bop,1,0,0,0,0,0,0,0,1,25.0,Roland Kirk With Jack McDuff* , Kirk's Work,Prestige ,61,4.45,20.0,170.0,222.0,VG,G+,0.996,4,5
Columbia – CL 2183,US,Jazz,1964,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,25.0,Miles Davis , Miles Davis In Europe,Columbia ,64,4.24,42.0,504.0,95.0,VG+,VG+,0.997,6,6
Prestige – PR 7419,US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,The Jaki Byard Quartet , Live! Vol. 1,Prestige ,66,0.0,0.0,24.0,17.0,VG+,VG,1.0,5,6
"Contemporary Records – M 3535, Contemporary Records – C3535",US,Jazz,1959,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,The Poll Winners : Barney Kessel With Shelly Manne And Ray Brown , Barney Kessel Vol. 5,Contemporary Records ,59,4.0,3.0,40.0,27.0,VG,VG+,1.0,6,5
Blue Note – BLP 4110,US,Jazz,Sep 1962,Hard Bop,1,0,0,1,0,1,0,0,1,25.0,The Horace Silver Quintet , The Tokyo Blues,Blue Note ,62,4.62,60.0,478.0,331.0,F,F,1.0,2,2
Impulse! – A-51,Germany,Jazz,1964,"Soul-Jazz, Hard Bop",1,0,0,1,0,0,0,0,1,25.0,Shirley Scott Trio , For Members Only,Impulse! ,64,0.0,0.0,7.0,4.0,VG+,VG,0.998,5,6
Prestige – PR 7477,US,Jazz,1967,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,The Jaki Byard Quartet , Live! Vol. 2,Prestige ,67,4.0,2.0,71.0,40.0,G,VG+,0.998,6,3
Mercury – MG 20679,US,Jazz,1964,"Hard Bop, Soul-Jazz",0,1,0,0,0,1,0,0,1,25.0,Roland Kirk , We Free Kings,Mercury ,64,4.0,1.0,3.0,5.0,VG+,VG,0.9990000000000001,5,6
RCA Victor – LSP-2654 (e),US,Jazz,1963,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Art Blakey's Jazz Messengers* , A Night In Tunisia,RCA Victor ,63,4.33,9.0,92.0,103.0,VG+,VG+,1.0,6,6
Jazzland – JLP 958,US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,The Junior Cook Quintet Featuring Blue Mitchell , Junior's Cookin',Jazzland ,66,5.0,2.0,23.0,38.0,VG,VG,0.9990000000000001,5,5
"Argo (6) – LPS 711, Argo Jazz – LPS 711",US,Jazz,1963,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Al Grey With Billy Mitchell , Night Song,Argo (6) ,63,5.0,1.0,9.0,19.0,VG,VG+,0.982,6,5
Riverside Records – RS 3004,US,Jazz,1967,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Thelonious Monk Featuring John Coltrane , Monk's Music,Riverside Records ,67,4.4,20.0,267.0,133.0,VG+,VG+,1.0,6,6
"Josie – JJM-3504, Josie – 3504",US,Jazz,1963,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Ray Draper , Ray Draper,Josie ,63,4.5,2.0,14.0,20.0,VG+,VG+,0.987,6,6
Riverside Records – RLP 9355,US,Jazz,1960,"Bop, Hard Bop",0,0,0,0,0,1,0,0,1,25.0,Cannonball Adderley , Cannonball Adderley And The Poll-Winners Featuring Ray Brown And Wes Montgomery,Riverside Records ,60,4.17,6.0,54.0,36.0,G,VG+,1.0,6,3
Atlantic – 1470,US,Jazz,1967,"Soul-Jazz, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Hank Crawford , Mr. Blues,Atlantic ,67,3.0,6.0,83.0,15.0,VG+,NM or M-,0.987,7,6
Capitol Records – ST 2663,US,"Jazz, Funk / Soul, Blues",Feb 1967,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,The Cannonball Adderley Quintet ," Mercy, Mercy, Mercy! - Live At ""The Club""",Capitol Records ,67,4.27,33.0,366.0,106.0,VG+,VG+,0.9890000000000001,6,6
Columbia – CS 8612,US,Jazz,1962,"Hard Bop, Modal",0,0,0,1,0,0,0,0,1,25.0,Miles Davis , Miles Davis At Carnegie Hall,Columbia ,62,4.12,52.0,726.0,114.0,VG+,VG+,1.0,6,6
Columbia – CS 9144,US,Jazz,1965,Hard Bop,0,0,0,1,1,0,1,1,1,25.0,Dave Grusin , Kaleidoscope,Columbia ,65,3.86,7.0,51.0,84.0,VG+,NM or M-,0.9990000000000001,7,6
"Impulse! – AS-4, ABC Records – AS-4",US,Jazz,1968,"Hard Bop, Contemporary Jazz",0,0,0,0,0,0,0,0,0,25.0,The Gil Evans Orchestra* , Out Of The Cool,Impulse! ,68,4.64,11.0,82.0,80.0,VG+,VG+,1.0,6,6
Blue Note – BLP 4017,US,Jazz,1963,Hard Bop,1,0,1,0,0,1,0,0,1,25.0,The Horace Silver Quintet & Trio* , Blowin' The Blues Away,Blue Note ,63,4.67,6.0,54.0,78.0,P,P,0.998,1,1
"Blue Note – 84141, Blue Note – BST 84141, Blue Note – ST-84141",US,Jazz,Sep 1963,"Hard Bop, Soul-Jazz",1,0,0,0,0,0,0,0,1,25.0,The Incredible Jimmy Smith* , Rockin' The Boat,Blue Note ,63,4.39,18.0,296.0,84.0,VG+,VG+,0.987,6,6
"Wing Records – WL.1162, Wing Records – 682 220 TL",UK,Jazz,1967,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Tubby Hayes , Tubbs In New York,Wing Records ,67,4.5,4.0,52.0,40.0,VG+,NM or M-,0.9990000000000001,7,6
Pacific Jazz – Stereo-6,US,Jazz,1960,Hard Bop,0,0,0,0,0,1,0,0,1,25.0,Teddy Edwards With Les McCann Ltd. , It's About Time,Pacific Jazz ,60,4.0,1.0,25.0,31.0,NM or M-,NM or M-,0.9940000000000001,7,7
Prestige – PR 7457,US,Jazz,1967,"Bop, Hard Bop",0,0,0,1,1,0,1,1,1,25.0,Miles Davis , Greatest Hits,Prestige ,67,4.35,17.0,192.0,20.0,NM or M-,M,0.997,8,7
World Pacific Jazz – ST-20098,US,Jazz,1966,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,25.0,The Jazz Crusaders* , Live At The Lighthouse '66,World Pacific Jazz ,66,0.0,0.0,2.0,3.0,VG+,VG+,0.991,6,6
Status Records (2) – ST 8312,US,Jazz,1965,Hard Bop,0,0,0,1,1,0,1,1,1,25.0,Jackie Mclean , Alto Madness,Status Records (2) ,65,4.0,4.0,58.0,41.0,VG,VG+,0.9990000000000001,6,5
Prestige – PR 7342,US,Jazz,1965,Hard Bop,0,0,0,1,0,0,0,0,1,25.0,"Charlie Rouse, Donald Byrd, Jackie McLean, Ray Bryant, Frank Foster, Arthur Taylor* ", Hard Cookin',Prestige ,65,4.67,9.0,112.0,34.0,VG,VG+,0.996,6,5
"Prestige Bluesville – 1009, Prestige Bluesville – BVLP 1009",US,Jazz,1960,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,The Prestige All-Stars* , Soul Jazz Volume One,Prestige Bluesville ,60,4.0,5.0,43.0,46.0,VG+,NM or M-,0.996,7,6
"Vee Jay Records – LP-1016, Vee Jay Records – VJLP-1016",US,Jazz,1960,Hard Bop,0,0,0,1,0,1,0,0,1,25.0,Wynton Kelly , Kelly Great,Vee Jay Records ,60,4.33,9.0,88.0,133.0,VG,G+,0.9940000000000001,4,5
Blue Note – BST 84283,US,Jazz,1968,"Hard Bop, Post Bop, Modal",0,0,0,0,0,0,0,0,0,25.0,Booker Ervin , The In Between,Blue Note ,68,4.37,35.0,343.0,137.0,VG+,VG+,0.975,6,6
Blue Note – BNST 84238,US,Jazz,1968,"Hard Bop, Post Bop",0,0,0,0,0,0,0,0,0,25.0,Donald Byrd , Mustang!,Blue Note ,68,5.0,3.0,32.0,89.0,VG,VG,0.9940000000000001,5,5
Riverside Records – RLP-9342,US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Wes Montgomery , Movin' Along,Riverside Records ,66,3.5,2.0,16.0,45.0,VG,VG+,1.0,6,5
Blue Note – BLP 4076,US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,The Horace Silver Quintet , Doin' The Thing - At The Village Gate,Blue Note ,66,4.67,6.0,60.0,54.0,G+,VG,0.9990000000000001,5,4
"Prestige – PR 7213, Prestige – PRLP 7213",US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,John Coltrane , Settin' The Pace,Prestige ,61,4.48,25.0,242.0,262.0,VG,G+,1.0,4,5
"Mercury – MG 20679, Mercury – MG-20679",US,Jazz,1962,"Hard Bop, Soul-Jazz",0,0,0,0,0,1,0,0,1,25.0,Roland Kirk , We Free Kings,Mercury ,62,4.0,5.0,73.0,57.0,VG,VG,1.0,5,5
Fantasy – 6001,US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Miles Davis , Blue Moods,Fantasy ,62,4.45,11.0,63.0,149.0,VG+,VG,0.996,5,6
Atlantic – SD 1294,US,Jazz,1959,Hard Bop,1,0,0,0,0,0,0,0,1,25.0,Milt Jackson , Bags & Flutes,Atlantic ,59,4.71,7.0,103.0,61.0,NM or M-,VG+,0.997,6,7
Verve Records – V-8497,US,Jazz,1962,"Hard Bop, Post Bop",0,0,0,1,0,1,0,0,1,25.0,Shelly Manne / Bill Evans With Monty Budwig , Empathy,Verve Records ,62,4.31,26.0,233.0,89.0,VG,VG+,1.0,6,5
Mercury Emarcy Jazz – SR 80002,US,Jazz,1958,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,"Max Roach, Max Roach Quintette* ", Jazz In 3/4 Time,Mercury Emarcy Jazz ,58,4.17,6.0,61.0,48.0,VG+,VG+,0.995,6,6
Impulse! – A-82,US,Jazz,1965,"Hard Bop, Post Bop, Cool Jazz",1,0,0,1,0,0,0,0,1,25.0,Chico Hamilton , Chic* Chic Chico,Impulse! ,65,4.35,17.0,129.0,66.0,VG+,VG+,0.991,6,6
"Blue Note – BST 84060, Blue Note – 84060",US,Jazz,1970,Hard Bop,0,0,1,0,0,0,0,0,1,25.0,Donald Byrd ," At The Half Note Cafe, Volume 1",Blue Note ,70,5.0,1.0,10.0,11.0,VG+,VG,1.0,5,6
Riverside Records – RLP 12-311,US,Jazz,1960,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,The Cannonball Adderley Quintet Featuring Nat Adderley , The Cannonball Adderley Quintet In San Francisco,Riverside Records ,60,4.15,33.0,471.0,104.0,VG+,VG+,1.0,6,6
United Artists Records – UAS 5082,US,Jazz,1960,"Bop, Cool Jazz, Hard Bop",0,0,0,1,1,0,1,1,1,25.0,Art Farmer And His Orchestra , The Aztec Suite,United Artists Records ,60,0.0,0.0,15.0,16.0,G+,NM or M-,1.0,7,4
Columbia – CL 1807,US,Jazz,1962,"Hard Bop, Post Bop",0,0,0,1,1,0,1,1,1,25.0,The New Dynamic Chico Hamilton Quintet* , Drumfusion,Columbia ,62,3.79,14.0,93.0,110.0,G+,VG,0.9740000000000001,5,4
United Artists Jazz – UAJ 14001,US,Jazz,1963,"Hard Bop, Modal",0,0,0,1,0,0,0,0,1,25.0,John Coltrane , Coltrane Time,United Artists Jazz ,63,4.19,27.0,296.0,110.0,VG+,VG+,1.0,6,6
Blue Note – BST 84296,US,Jazz,1968,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,25.0,Jimmy Smith , Plain Talk,Blue Note ,68,4.29,31.0,427.0,100.0,VG,VG,0.995,5,5
"Vee Jay Records – SR 1014, Vee Jay Records – VJLP-1014",US,Jazz,1967,"Cool Jazz, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Paul Chambers (3) , Go,Vee Jay Records ,67,0.0,0.0,5.0,13.0,VG+,VG+,1.0,6,6
"Prestige – PR 7291, Prestige – PRLP 7291",US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,"Sonny Rollins, Clifford Brown And Max Roach ", 3 Giants!,Prestige ,64,4.4,5.0,51.0,74.0,VG,VG,0.995,5,5
"Supraphon – DV 15257, Gramofonový Klub – DV 15257",Czechoslovakia,"Jazz, Blues, Non-Music",1965,"Poetry, Hard Bop, Rhythm & Blues",0,0,0,0,0,0,0,0,0,25.0,Various , Poezie A Jazz,Supraphon ,65,4.0,2.0,24.0,15.0,VG+,VG+,1.0,6,6
Atlantic – SD 1541,US,Jazz,1970,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,John Coltrane , The Best Of John Coltrane,Atlantic ,70,4.42,79.0,1142.0,108.0,VG+,VG+,1.0,6,6
Columbia – 32 16 0246,US,Jazz,1968,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Art Blakey With The Original Jazz Messengers* , Art Blakey With The Original Jazz Messengers,Columbia ,68,4.65,31.0,375.0,110.0,VG+,VG+,0.9940000000000001,6,6
GNP – GNP-18,US,Jazz,1956,Hard Bop,0,0,0,1,0,0,0,0,1,25.0,Max Roach And Clifford Brown* , The Best Of Max Roach And Clifford Brown In Concert!,GNP ,56,4.33,15.0,120.0,61.0,VG+,G+,1.0,4,6
Verve Records – V6-8568,US,Jazz,1964,Hard Bop,0,0,0,1,1,0,1,1,1,25.0,Coleman Hawkins , The Essential Coleman Hawkins,Verve Records ,64,4.31,13.0,229.0,31.0,NM or M-,VG+,0.998,6,7
"Blue Note – BST 84016, Blue Note – BLP 4016, Blue Note – BLP-4016/84016",US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Art Blakey & The Jazz Messengers , At The Jazz Corner Of The World (Volume 2),Blue Note ,66,4.75,4.0,67.0,47.0,G,VG,1.0,5,3
Blue Note – BST 84255,US,Jazz,Aug 1967,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,25.0,Jimmy Smith , I'm Movin' On,Blue Note ,67,4.25,12.0,144.0,34.0,VG+,VG+,0.993,6,6
"Capitol Records – ST-484, Capitol Records – ST-8-0484",US,Jazz,1970,"Jazz-Funk, Soul-Jazz, Post Bop, Hard Bop, Fusion, Avant-garde Jazz",0,0,0,0,0,0,0,0,0,25.0,The Cannonball Adderley Quintet , The Cannonball Adderley Quintet And Orchestra,Capitol Records ,70,4.18,11.0,149.0,95.0,NM or M-,NM or M-,0.993,7,7
Prestige – PR 7347,US,Jazz,1964,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,25.0,Kenny Burrell With The Brother Jack McDuff Quartet , Crash!,Prestige ,64,4.17,6.0,89.0,76.0,VG+,VG,0.995,5,6
"Argo (6) – LP-716, Argo Jazz – 716",US,Jazz,1963,"Hard Bop, Post Bop",0,0,0,1,0,0,0,0,1,25.0,Benny Golson Quartet , Free,Argo (6) ,63,5.0,2.0,37.0,20.0,VG,VG,0.998,5,5
Columbia – CL 2051,Canada,Jazz,Sep 1963,"Hard Bop, Modal",0,0,0,1,1,0,1,1,1,25.0,Miles Davis , Seven Steps To Heaven,Columbia ,63,4.0,5.0,66.0,78.0,G+,VG+,0.998,6,4
Fantasy – 86001,US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Miles Davis , Blue Moods,Fantasy ,62,4.83,6.0,41.0,104.0,VG+,VG+,0.9990000000000001,6,6
Columbia – CS 8456,US,Jazz,11 Dec 1963,"Hard Bop, Modal",0,1,0,0,0,0,0,0,1,25.0,Miles Davis Sextet* , Someday My Prince Will Come,Columbia ,63,4.71,7.0,59.0,81.0,G+,VG+,1.0,6,4
"Jazzland – 985, Jazzland – JLP 85",US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,"Benny Golson With J.J. Johnson, Wynton Kelly, Max Roach ", Reunion,Jazzland ,66,4.8,5.0,28.0,39.0,VG+,VG+,0.9990000000000001,6,6
Epic – LA 16008,US,Jazz,1960,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,The Dave Bailey Sextet , One Foot In The Gutter: A Treasury Of Soul,Epic ,60,4.67,3.0,75.0,91.0,G+,G+,0.997,4,4
Columbia – CS 8192,US,Jazz,1960,"Bop, Hard Bop",1,0,0,0,0,0,0,0,1,25.0,The Dave Brubeck Quartet , Time Out,Columbia ,60,5.0,7.0,120.0,171.0,VG,G+,1.0,4,5
Columbia – CS 8192,US,Jazz,1961,"Bop, Hard Bop",1,0,0,0,0,0,0,0,1,25.0,The Dave Brubeck Quartet , Time Out,Columbia ,61,4.71,112.0,1154.0,429.0,VG+,VG+,1.0,6,6
Columbia – CS 9401,US,Jazz,1967,"Hard Bop, Modal, Post Bop",1,0,0,0,0,0,0,0,1,25.0,Miles Davis Quintet* , Miles Smiles,Columbia ,67,4.58,160.0,1657.0,742.0,VG,VG,1.0,5,5
Riverside Records – RM 444,US,Jazz,1963,"Hard Bop, Soul-Jazz, Modal",0,0,0,0,0,1,0,0,1,25.0,Cannonball Adderley Sextet , Jazz Workshop Revisited,Riverside Records ,63,4.15,40.0,435.0,70.0,G+,VG,0.992,5,4
Atlantic – 1416,US,"Jazz, Blues",1964,Hard Bop,1,0,0,0,0,0,0,0,1,25.0,Charlie Mingus* , Tonight At Noon,Atlantic ,64,4.59,17.0,188.0,135.0,VG,VG,0.998,5,5
Blue Note – BLP 2001,US,Jazz,1967,Hard Bop,1,0,0,0,0,0,0,0,1,25.0,Various , Blue Note Gems Of Jazz,Blue Note ,67,3.95,21.0,194.0,21.0,VG,VG+,0.9890000000000001,6,5
"Verve Records – V6-8623, Verve Records – SMAS-90671",US,Jazz,1966,"Bossa Nova, Hard Bop, Latin Jazz",0,0,0,0,0,0,0,0,0,25.0,Stan Getz / João Gilberto , Getz / Gilberto #2,Verve Records ,66,4.33,9.0,168.0,110.0,VG+,NM or M-,0.985,7,6
Blue Note – BST 84222,US,Jazz,Jan 1967,"Hard Bop, Post Bop",1,0,0,0,0,0,0,0,1,25.0,Lee Morgan , Cornbread,Blue Note ,67,4.56,39.0,337.0,340.0,VG,F,0.995,2,5
Jazzland – JLP 85,US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,"Benny Golson With J.J. Johnson, Wynton Kelly, Max Roach ", Reunion,Jazzland ,66,4.4,5.0,39.0,37.0,VG+,VG,1.0,5,6
"Prestige – PR 7217, Prestige – PRLP 7217",US,Jazz,1961,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,25.0,"Johnny ""Hammond"" Smith* With Lem Winchester ", Gettin' The Message,Prestige ,61,3.9,10.0,92.0,53.0,VG+,VG+,1.0,6,6
"Pacific Jazz – ST-20106, Pacific Jazz – PJ-10106",US,Jazz,1967,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,25.0,The Jazz Crusaders* , Talk That Talk,Pacific Jazz ,67,4.17,12.0,157.0,111.0,VG+,VG+,1.0,6,6
Columbia – CL 1161,US,Jazz,1958,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,The J.J. Johnson Quintet , J. J. In Person!,Columbia ,58,3.74,23.0,346.0,47.0,NM or M-,NM or M-,0.927,7,7
"Pacific Jazz – PJ-2, Pacific Jazz – STEREO-2",US,Jazz,1960,Hard Bop,0,0,0,1,1,0,1,1,1,25.0,Les McCann Ltd. , The Truth,Pacific Jazz ,60,5.0,1.0,40.0,28.0,VG+,VG+,0.996,6,6
Atlantic – 3004,US,Jazz,Apr 1966,"Hard Bop, Modal",0,0,0,1,1,0,1,1,1,25.0,Joe Zawinul , Money In The Pocket,Atlantic ,66,4.17,6.0,55.0,49.0,VG+,NM or M-,0.998,7,6
Mercury – MG 20800,US,Jazz,1963,Hard Bop,0,0,0,0,0,1,0,0,1,25.0,Roland Kirk , Reeds & Deeds,Mercury ,63,4.33,9.0,81.0,84.0,VG,VG+,1.0,6,5
"Prestige – PRT-7693, Prestige – PRT 7693, Prestige – 7693",US,Jazz,1970,"Hard Bop, Soul-Jazz, Modal",0,0,0,0,0,0,0,0,0,25.0,Cedar Walton , Soul Cycle,Prestige ,70,4.8,5.0,42.0,101.0,VG+,VG+,0.9990000000000001,6,6
Riverside Records – RLP 419,UK,Jazz,1963,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Tadd Dameron And His Orchestra , The Magic Touch,Riverside Records ,63,0.0,0.0,9.0,9.0,VG,VG+,1.0,6,5
"Prestige – PR 7530, Prestige – PRST 7530",US,Jazz,1967,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,25.0,Sonny Criss ," Up, Up And Away",Prestige ,67,4.3,10.0,79.0,50.0,VG,VG+,0.9990000000000001,6,5
