Artist_Album,Label,Country,Format,Notes,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Ahmad Jamal – Ahmad Jamal Plays,Parrot (2) – none,US,"Vinyl, LP, Album","Recorded May 23rd, 1955.

According to the jacket, the first track on Side A is ""New Rhumba""; according to the label it is ""It Could Happen to You."" The album actually plays ""New Rhumba.",Jazz,1955,,"Rated 4.25 of 4 votes (12 have, 279 want)",Very Good (VG),Sleeve: Very Good (VG),98.4%,nan,nan,$149.97
Lee Morgan – Cornbread,Blue Note – BLP 4222,US,"Vinyl, LP, Album, Mono","Recorded on September 18, 1965.

Mono 1st Pressings have VAN GELDER Mastering Stampers in the Dead Wax and have Blue + White Blue Note Labels that say:

BLUE NOTE RECORDS INC - NEW YORK USA

Mono 1st Pressings have the following address Near the bottom of the Back Cover:

BLUE NOTE RECORDS INC., 43 West 61st St., New York, N.Y. 10023

Publishers:
- A1 to B1, B3: Blue Horiszon Music - BMI
- B2: Mills Muis, Inc. - ASCAP",Jazz,Jan 1967,"Hard Bop, Post Bop","Rated 4.38 of 47 votes (396 have, 528 want)",Very Good (VG),Sleeve: Very Good (VG),99.3%,"Van Gelder Studio, Englewood Cliffs, New Jersey","All Disc Records, Inc.",$149.98
Blue Mitchell – Out Of The Blue,"Riverside Records – 1131, Riverside Records – RLP 1131",US,"Vinyl, LP, Album, Stereo","Recorded at Reeves Sound Studios, New York; January 5, 1959.

Black 'mic and reel' labels with 'BILL GRAUER PRODUCTIONS' along the bottom (no 'INC.').",Jazz,1959,Hard Bop,"Rated 4.64 of 11 votes (60 have, 144 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,Reeves Sound Studios,nan,$149.98
Various – Modern Jazz Composer's Corner,Toshiba Records – JSP-1001,Japan,"Vinyl, LP, Album, Stereo, Red Wax","Recorded At The Sankei Hall, 8th Juni, 1959

Performer:

A)-1,2: ニュー・ジャズ・グループ
（tp）森川周三・福原彰・森寿夫・北里典彦（tb）河辺公一（コロンピア社の提供による)・西村喜次・東本安博・越智治夫（as）五十嵐明要・渡辺辰郎（ts）西条孝之介・古谷充（bs）原田忠行（g）沢田駿吾（b）金井英人（dms）猪俣猛

A)-3ニュー・ディレクション・クインテット
（vb）杉浦良三（g）沢田駿吾・中室真則（dms）原田寛次（b）瀧本達郎

A)-4,5: ウェスト・ライナーズ
（as）五十嵐明要（ts）西条孝之介（bs）原田忠行（valve tb）福原彰（tp）今泉俊明（b）金井英人（dms）猪俣猛（g）沢田駿吾

B: モダン・ジャズ・オールスターズ
（tp）森川周三・福原彰・森寿夫・岩井章夫・北里典彦（tb）河辺公一（コロンビア社の提供による)・東木安博・瀧沢裕次・西村喜次・越智治夫（as）五十嵐明要・渡辺辰郎（ts）西条孝之介・古谷 充（bs）原田忠行（horn）安東英作・真下（b）金井英人（dms）猪俣猛（g）沢田駿吾（timp）佐藤英彦",Jazz,1960,"Bop, Big Band, Modal","Rated 5.00 of 1 votes (1 have, 2 want)",Very Good Plus (VG+),Sleeve: Generic,100.0%,Sankei Hall,nan,$148.00
Sarah Vaughan – Sarah Vaughan,EmArcy – MG-36004,US,"Vinyl, LP, Album, Mono","Recorded in December 1954, NYC.",Jazz,Apr 1955,,"Rated 4.33 of 75 votes (501 have, 592 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.4%,nan,nan,$147.59
Joe Alexander (5) – Blue Jubilee,JAZZLAND – JLP 23,US,"Vinyl, LP, Album",nan,Jazz,1960,,"Rated 4.29 of 7 votes (33 have, 24 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$149.90
Ricardo Ray – 3 Dimensions,"Fonseca Records – H. F. 1109, Fonseca Records – 1109 H. F., Fonseca Records – LP-1109",US,"Vinyl, LP, Album, Stereo","1966 US High Fidelity branded release, and with a vinyl weight of approx. 180 grams.
Released with the identical label variation of Lado A and Lado B shown underneath the catalog release ID on the left side of the center record labels as they are in Ricardo Ray - 3 Dimensions, Ricardo Ray - 3 Dimensions .
This release is also known as: A Gozar With Ricardo Ray - 3 Dimensions.
H. F. 1109 on the cover, LP-1109 on the label, and 1109 H.F. on back cover. Normal black vinyl version.
Track B4/ Jango is described on the label as Mambo Jazz. It is not Mambo. 3/4 of this track is Latin Jazz, and the remaining 1/4 turns into a Guajira.","Jazz, Latin",1966,"Descarga, Bolero, Guaracha, Guaguancó, Son Montuno, Mambo, Latin Jazz, Guajira","No Rating Yet (0 have, 5 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,nan,nan,$149.98
Chuck Atkins – Chuck Atkins Plays The Versatile Guitar,Venus Records (13) – CA 518,US,"Vinyl, LP",nan,"Jazz, Rock, Latin, Funk / Soul, Blues",1963,"Instrumental, Country, Bossa Nova, Rhythm & Blues","No Rating Yet (0 have, 0 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.5%,nan,nan,$149.95
Hendrix* – Band Of Gypsys,Track Record – 2406 002,UK,"Vinyl, LP, Album, Puppet Sleeve","1st UK issue.
Released in the withdrawn puppet sleeve - after being withdrawn the release was later re-marketed in a cover depicting Jimi playing at the Isle of Wight festival.

Title credited as - ""Band Of Gypsys"" on sleeve, ""Band Of Gipsies"" on labels

Sleeve:
Recorded live Fillmore East New York, 1970.
Manufactured by Polydor Records Ltd., London.
Printed and made by Macneill Press Ltd., London, SE1.

Labels:
Made in Gt.Britain
Publishing info:
A1, A2, B2 & B3 - A. Schroeder
B1 & B4 Cop. Cont.

℗ 1970

Note:
The puppet / doll images depicted on the front of the sleeve are of Jimi Hendrix, Bob Dylan, Brian Jones and radio 1 DJ John Peel.","Jazz, Rock, Blues, Pop",12 Jun 1970,"Experimental, Psychedelic Rock, Prog Rock","Rated 4.41 of 90 votes (834 have, 517 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Fillmore East,Phonodisc Ltd.,$149.95
Marcos Valle – O Compositor E O Cantor,Odeon – MOFB 3413,Brazil,"Vinyl, LP, Album, Mono",nan,Jazz,1965,Bossa Nova,"Rated 4.67 of 15 votes (96 have, 246 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.8%,nan,nan,$149.95
Ornette Coleman – Ornette On Tenor,Atlantic – SD 1394,US,"Vinyl, LP, Album, Stereo",Blue/Green labels with black fan 'box' logo and STEREO in top and left bottom corners.,Jazz,1966,,"No Rating Yet (8 have, 15 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$149.00
Various – Pioneers Of Boogie Woogie,Riverside Records – RLP 1009,US,"Vinyl, LP, 10"", Compilation",nan,"Jazz, Blues",1953,Piano Blues,"No Rating Yet (11 have, 5 want)",Very Good (VG),Sleeve: Good Plus (G+),nan,nan,nan,$149.00
Coltrane* – Die Neue Welle Im Jazz,Philips – P 632 070 L,Germany,"Vinyl, LP, Album, Mono","Recorded 11 April and 20 June, 1962 at Van Gelder Studios, Englewood Cliffs, New Jersey",Jazz,1962,"Free Jazz, Post Bop, Modal","Rated 5.00 of 1 votes (22 have, 131 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$149.00
Tito Puente And His Orchestra – My Fair Lady Goes Latin,"Roulette – SR 25276, Roulette – SR-25276",US,"Vinyl, LP, Album, Stereo",1964 US 1st Stereo edition. Some Stereo editions were released in Mono jackets branded with a STEREO adhesive label on the front covers.,"Jazz, Latin",1964,"Rumba, Bolero, Joropo, Cha-Cha, Bossa Nova, Guajira, Merengue, Guaguancó, Latin Jazz, Instrumental","Rated 4.40 of 5 votes (49 have, 10 want)",Mint (M),Sleeve: Mint (M),99.5%,nan,nan,$149.98
Stan Kenton – Stan Kenton's Greatest Hits,Capitol Records – DT 2327,US,"Vinyl, LP, Compilation, Stereo","Artistry In Rhythm: Recorded November 19 1943 Capitol Recording Session No.8
Tampico: Recorded May 4 1945 Capitol Recording Session No.148
Interlude: Recorded December 22 1947 Capitol Recording Session No.828
Eager Beaver: Recorded November 19 1943 Capitol Recording Session No.8
September Song: Recorded March 20 1951 Capitol Recording Session No.2106
Unison Riff: Recorded October 22 1947 Capitol Recording Session No.735
Lover: Recorded March 31 1947 Capitol Recording Session No.571
Painted Rhythm: Recorded October 31 1945 Capitol Recording Session No.571
And Her Tears Flowed Like Wine: Recorded May 20 1947 Capitol Recording Session No.42
Laura: Recorded May 28 1951 Capitol Recording Session No.2176
The Peanut Vendor: Recorded December 6 1947 Capitol Recording Session No.764",Jazz,1965,,"Rated 3.82 of 11 votes (220 have, 18 want)",Mint (M),Sleeve: Near Mint (NM or M-),99.5%,nan,nan,$149.98
The New Swing Sextet – Swingin' Along,Cotique – C-1041,US,"Vinyl, LP, Album, Mono","Original 1969 US 1st Mono release with East Hartford, Conn. branded on labels.","Jazz, Latin",1969,"Salsa, Son Montuno, Cha-Cha, Bolero, Latin Jazz","Rated 4.57 of 7 votes (49 have, 136 want)",Mint (M),Sleeve: Very Good Plus (VG+),99.8%,"Regent Sound Studios, New York City",nan,$149.95
Charlie Mingus* – The Jazz Experiments Of Charlie Mingus,Bethlehem Records – BCP 65,US,"Vinyl, LP, Compilation, Remastered, Mono","Recorded in New York, December 1954.

From liner notes: ""This record is a result of a session for Period Records that was originally issued on two ten inch records and called 'Jazzical Moods.' Bethlehem has bought this material and is now issuing it as a repackaged and remastered twelve inch record.""

Red label with silver print. Boxed Bethlehem logo at top.",Jazz,1957,Post Bop,"Rated 4.22 of 18 votes (114 have, 135 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.2%,nan,nan,$147.77
Eddie Baccus – Feel Real,Smash Records (4) – SRS-67029,US,"Vinyl, LP, Album, Stereo","Recorded October, 1962, at Universal Recording Studios, Chicago.
Distributed by MERCURY RECORDS CORPORATION Chicago U.S.A

There is a MONO version: MGS 27029",Jazz,1962,,"Rated 4.00 of 2 votes (20 have, 13 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,Universal Recording Studio,nan,$149.00
Ella Fitzgerald – Ella Fitzgerald,"MGM Records – GAS-130, MGM Records – GAS 130",US,"Vinyl, LP, Compilation","Cat# on jacket: GAS-130
Cat# on labels: GAS 130

Golden Archive Series.
Designed for Maurer Productions West.

The recordings in this album were previously released on V6-4004, V6-4006-2, V6-4032, V6-4054, V6-4062, V6-4065, V6-4070 and V6-8720.

Manufactured by MGM Record Corporation. Distributed by TRC. This record has been engineered and manufactured in accordance with standards developed by the Record Industry Association of America, Inc.

Track A1 published by T.B. Harms Company.
Track A2 published by Chappell & Co.
Track A3 published by Crystal Music.
Track A4 published by Anne-Rachel Music.
Track A5 published by Leeds Music (MCA).
Track B1 published by Robbins Music.
Track B2 published by Warner Bros. Music.
Track B3 published by Comstock Music.
Track B4 published by Warner Bros. Music.
Track B5 published by Robbins Music.

STEREO. All selections ASCAP.",Jazz,1970,"Vocal, Swing","Rated 3.83 of 18 votes (269 have, 17 want)",Mint (M),Sleeve: Very Good Plus (VG+),99.5%,nan,nan,$149.98
Les DeMerle – Spectrum,United Artists Records – UAS 6734,US,"Vinyl, LP, Album",nan,Jazz,1969,Soul-Jazz,"Rated 4.42 of 38 votes (210 have, 997 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,nan,nan,$149.95
Billie Holiday With Ray Ellis And His Orchestra – Lady In Satin,Columbia – CS 8048,US,"Vinyl, LP, Album, Stereo","Original Press!
6 eye black and red label",Jazz,1958,Vocal,"Rated 4.60 of 52 votes (500 have, 316 want)",Very Good Plus (VG+),Sleeve: Generic,92.6%,nan,nan,$148.35
Donald Byrd – A New Perspective,"Blue Note – 4124, Blue Note – BLP 4124",US,"Vinyl, LP, Album, Mono","Original 1964 US Blue Note Records 1st label variation edition. Released with Blue Note Records Inc- New York USA and Microgroove branding on the center record labels, with Blue Note Records Inc 43 West 61st St., New York 23 on the bottom of the back cover, and with a vinyl weight of approx. 180 grams.

Recorded on January 12, 1963.",Jazz,1966,Soul-Jazz,"Rated 4.44 of 9 votes (73 have, 148 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$142.99
Blue Mitchell – Big 6,Riverside Records – RLP 12-273,US,"Vinyl, LP, Album, Mono","Recorded in New York City on July 2 & 3, 1958.",Jazz,1958,Hard Bop,"Rated 4.45 of 11 votes (74 have, 187 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.6%,nan,nan,$144.23
Donald Byrd – Free Form,Blue Note – BLP 4118,US,"Vinyl, LP, Album, Mono","Recorded on December 11, 1961.

The 1st original Mono pressing has:
- Blue and white ""Blue Note Records Inc"" - ""New York USA"" labels,
- Van Gelder stamped in the dead wax, both sides,
- Blue Note Records Inc., 43 West 61st St., New York 23 address on back-cover
- laminated cover

There is no ""ear"" or P for Plastylite plant stamped in the dead wax.",Jazz,Oct 1966,Hard Bop,"Rated 4.38 of 55 votes (347 have, 379 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),97.1%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$146.00
Miles Davis – Sketches Of Spain,Columbia – CS 8271,US,"Vinyl, LP, Album, Stereo","Original deep groove ''6-eyes'' label.
Label variation: no mention of ''CBS'' at 12 o'clock on the labels, normal sized side markers (""1"" and ""2"" are not bigger than ""Side"") and "" J. Rodrigo"" credit for A1 is written below song title.",Jazz,1960,Modal,"Rated 4.63 of 57 votes (533 have, 523 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$140.00
Willis Jackson – More Gravy,"Prestige – PR 7317, Prestige – PRST 7317",US,"Vinyl, LP, Album, Promo, Stereo","The labels of this version have a matt golden background with black text and logo.
„PREVIEW COPY“-stamp on backsleeve
No record title on label. Only performer name.",Jazz,1964,"Soul-Jazz, Bossa Nova, Rhythm & Blues, Latin Jazz","Rated 4.00 of 1 votes (8 have, 83 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,nan,$144.99
Miles Davis – Kind of Blue,Columbia – CS 8163,US,"Vinyl, LP, Album, Stereo","Recorded 02/03/1959 and 22/04/1959.

6-eye Columbia deep groove labels, ""Stereo Fidelity."" Title in one line on label. Title tracks centered not justified.

Julian Adderley's last name is misspelled as ""Adderly"" on front and back cover (""Julian 'Cannonball' Adderly"" on front cover; ""Julian Adderly"" on back cover). Wynton Kelly appears as ""Wyn Kelly"" on back cover.

The number 6 is printed on the bottom right corner of the back cover.",Jazz,1959,Modal,"Rated 5.00 of 9 votes (61 have, 655 want)",Good Plus (G+),Sleeve: Good (G),100.0%,nan,nan,$145.00
Ruth Price – My Name Is Ruth Price . . . I Sing!,Kapp Records – KL-1006,US,"Vinyl, LP, Album, Mono",Red label with silver rim.,Jazz,1955,Vocal,"Rated 4.33 of 3 votes (31 have, 14 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.5%,nan,nan,$145.00
Blue Mitchell – The Thing To Do,Blue Note – BLP 4178,US,"Vinyl, LP, Album, Reissue, Mono","Recorded on July 30, 1964.

Mono issue has:
- blue/white Blue Note Records Inc • A Division of Liberty Records, Inc. labels,
- Van Gelder stamped in the dead wax, both sides
- non laminated jacket,
- Blue Note Records Inc., 43 West 61st St., New York 23 address on back cover",Jazz,1967,Hard Bop,"Rated 5.00 of 2 votes (3 have, 45 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$140.00
Miles Davis – Miles Davis' Greatest Hits,CBS – 137666,Brazil,"Vinyl, LP, Compilation, Stereo","A2, recorded in concert at Philharmonic Hall at Lincoln Center, February 12, 1964.
A4, recorded live at the Antibes International Jazz Festival, France, 1963.
B4, recorded in concert at Carnegie Hall, New York City, May 19, 1961.",Jazz,1970,"Hard Bop, Modal","Rated 4.00 of 3 votes (27 have, 20 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$146.99
Bill Evans – Interplay,Riverside Records – RM 445,US,"Vinyl, LP, Album, Repress, Mono",Blue/green Orpheum Productions label used 1966-67.,Jazz,1966,Hard Bop,"Rated 4.50 of 6 votes (17 have, 65 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,nan,nan,$146.79
Kent Harian And His Orchestra* – Echoes Of Joy,Caravan (5) – LP 15611,US,"Vinyl, LP","Caravan Records - Paramus, New Jersey
on B6 personnel is Nick Travis (tp), Sonny Russo (tb), Kent Harian, Hal MacKusick (as), Al Cohn (ts), Joe Venuto (dm), autres inconnus, Gil Evans (arr)",Jazz,1956,Big Band,"Rated 4.50 of 2 votes (12 have, 6 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),98.8%,nan,nan,$145.00
The Gerald Wiggins Trio – Music From Around The World In 80 Days In Modern Jazz,Specialty – SP 2101,US,"Vinyl, LP, Album",nan,Jazz,1959,Bop,"Rated 3.00 of 1 votes (32 have, 14 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$145.00
Donald Byrd – Free Form,Blue Note – BLP 4118,US,"Vinyl, LP, Album, Mono","Recorded on December 11, 1961.

The 1st original Mono pressing has:
- Blue and white ""Blue Note Records Inc"" - ""New York USA"" labels,
- Van Gelder stamped in the dead wax, both sides,
- Blue Note Records Inc., 43 West 61st St., New York 23 address on back-cover
- laminated cover

There is no ""ear"" or P for Plastylite plant stamped in the dead wax.",Jazz,Oct 1966,Hard Bop,"Rated 4.38 of 55 votes (347 have, 379 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$145.00
Art Blakey – Holiday For Skins Vol. 1,Blue Note – BLP 4004,US,"Vinyl, LP, Album, Mono","Recorded on November 9, 1958.
First of two volumes, the second is BLP 4005.

First pressing has:
""RVG"" stamp in deadwax.
Plastylite ""ear"" on both sides.
9M on wax on both sides.
No ® under NOTE.
DG on both labels.
47 West 63rd on both labels.

Later pressings might have ® on one or both labels.

Also released as BST 84004.",Jazz,1958,,"Rated 4.48 of 27 votes (188 have, 230 want)",Very Good (VG),Sleeve: Very Good (VG),99.5%,Manhattan Towers,Plastylite,$145.00
Frankie Nieves – The Terrible Frankie Nieves,Speed Records (4) – SS-105,US,"Vinyl, LP, Album, Stereo","Recorded at Bell Sound Studios, NYC.","Jazz, Latin, Funk / Soul",1968,"Salsa, Boogaloo, Latin Jazz","Rated 5.00 of 1 votes (8 have, 64 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,Bell Sound Studios,nan,$146.50
Miles Davis / Stan Getz / Gerry Mulligan / Lee Konitz / Sonny Rollins / Zoot Sims – Conception,"Prestige – LP 7013, Prestige – PRLP-7013",US,"Vinyl, LP, Compilation, Remastered, Mono","First catalogue number on cover, second on center labels

Yellow ""fireworks"" label with 446 W. 50th St., N.Y.C. address and deep groove.

'Printed and Packaged by GEM Albums, Inc., N.Y.' (rear sleeve).

This cover pictured here is the first cover. The second cover was an abstract painting.

Label variation tracks are alligned vertically on theis version",Jazz,1956,Bop,"Rated 4.44 of 9 votes (52 have, 85 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,nan,$140.00
Van Shipley – I Am No Twins,"Angel Records – 3AECX 5053, Angel Records – 3AECX. 5053",India,"Vinyl, LP, Album",nan,"Jazz, Rock, Latin",1965,"Twist, Bossa Nova, Jazz-Rock","No Rating Yet (5 have, 4 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),96.7%,nan,nan,$145.00
Ciro Fogliatta – Musica Para El Amor Joven,RCA Vik – LZP-1161,Argentina,"Vinyl, LP, Mono",nan,"Jazz, Rock, Blues, Pop",1969,"Blues Rock, Beat, Rhythm & Blues, Karaoke, Easy Listening","Rated 4.50 of 2 votes (8 have, 11 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$144.00
"Doc Evans And His Band – "".... The Sweetest Since Gabriel""",Audiophile (2) – AP-57,US,"Vinyl, LP, Album, Stereo, Red Translucent","1st original Stereo pressing has:
- Dodecagonal label design,
- Deep groove golden labels with the word Audiophile on top with the leading side of the ‘h’ in the form of a musical note,
- Audiophile Records, Inc. - Saukville, Wisconsin on labels from 6 to 3 o'clock in light blue
- Audiophile Stereo sticker on front cover
- Stamped Stereo 57 on back cover
- Red translucent vinyl

See attached images for details",Jazz,1958,Dixieland,"Rated 4.00 of 2 votes (24 have, 5 want)",Near Mint (NM or M-),Sleeve: Mint (M),99.7%,nan,nan,$145.00
Dr. Feelgood And The Interns* – Dr. Feelgood And The Interns,Okeh – OKM 12101,US,"Vinyl, LP, Album, Mono","""Dr. Feelgood is none other than...Piano Red!'

Issued with two different covers...same yr. release","Jazz, Blues",1962,"Piano Blues, Rhythm & Blues","Rated 4.00 of 1 votes (33 have, 31 want)",Mint (M),Sleeve: Near Mint (NM or M-),99.8%,nan,"Columbia Records Pressing Plant, Bridgeport",$145.00
Thelonious Monk – Brilliant Corners,Riverside Records – RLP 12-226,US,"Vinyl, LP, Album, Repress, Mono","Recorded at Reeves Sound Studios, New York City; October 9 (A2, B1), October 15 (A1) and December 7 (B2, B3), 1956.

Small, 92 mm diameter, blue/silver labels with mic & reels design & deep groove.
""BILL GRAUER PRODUCTIONS"" on bottom of labels, no ""INC"" on labels.

Back cover advertises other releases up to Kenny Drew (RLP 12-224) and has no additional line of text across bottom (as seen on Brilliant Corners)",Jazz,1958,Hard Bop,"Rated 4.85 of 52 votes (350 have, 406 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.2%,Reeves Sound Studios,nan,$144.99
Steve Kuhn & Toshiko Akiyoshi – The Country & Western Sound Of Jazz Pianos,Dauntless – DM 4308,US,"Vinyl, LP, Album, Mono","Original US mono release.
Red label silver lettering.",Jazz,1963,Post Bop,"Rated 4.33 of 3 votes (22 have, 68 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$146.18
Joyce Carr – Make The Man Love Me,Seeco – CELP 440,US,"Vinyl, LP, Mono",nan,Jazz,1959,Vocal,"Rated 4.50 of 2 votes (10 have, 22 want)",Very Good (VG),Sleeve: Good Plus (G+),99.2%,nan,nan,$145.00
Miles Davis – Miles Davis At Carnegie Hall,Columbia – CS 8612,US,"Vinyl, LP, Album, Stereo","Two-eye Columbia label with black ""360 Sound "" on the bottom of the label.
No Arrows

Label variation, this was released right on the transition from 6 eye to 2 eye label & as such, depending on the pressing plant label stock, it appeared with both 6 eye & 2 eye labels. The transition began in June 62. This LP was pressed & released in July 62. The 6 eyes are definitely from June-July 62 but the 2 eyes will be from June 62-July 63 when the 2 eye label changed again to include small black arrows at either end of the ""360 Sound Stereo"" lettering.",Jazz,1962,"Hard Bop, Modal","Rated 4.43 of 14 votes (169 have, 57 want)",Mint (M),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$146.14
The Dixielanders – The Dixielanders,VIK – LZ-1047,Argentina,"Vinyl, LP, Album",nan,Jazz,1960,Dixieland,"Rated 5.00 of 1 votes (2 have, 1 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.5%,nan,nan,$141.33
Miles Davis – Volume 1,Blue Note – BLP 1501,US,"Vinyl, LP, Compilation, Mono, Reissue, Remastered","Tracks A1 to A4, A6, B5 recorded April 20, 1953. Tracks A5, B1 to B4, B6 recorded on May 9, 1952.

New York, USA address on label.",Jazz,1963,Hard Bop,"Rated 4.10 of 10 votes (56 have, 98 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$140.00
Various – Tenor Saxes,Norgran Records – MGN-1034,US,"Vinyl, LP, Compilation, Mono",Yellow label with black print,Jazz,1955,"Bop, Cool Jazz, Swing","Rated 3.67 of 3 votes (21 have, 20 want)",Very Good (VG),Sleeve: Very Good (VG),99.9%,nan,nan,$145.59
The Bill Evans Trio – Moon Beams,Riverside Records – RLP 428,US,"Vinyl, LP, Album, Mono","On jacket front: ""Moon Beams"" ""The Bill Evans Trio""
On spine: ""MOON BEAMS / BILL EVANS TRIO""
On jacket back, labels: ""Moonbeams: BILL EVANS Trio""
On labels:
""Microgroove""
""Bill Grauer Productions Inc. New York City""
On jacket rear:
""Riverside Records are produced by Bill Grauer Productions, Inc. / 235 West 46th Street / New York City 36, New York""
On jacket front, lower left:
""Monaural 428""",Jazz,Dec 1962,Cool Jazz,"Rated 4.62 of 21 votes (121 have, 297 want)",Very Good (VG),Sleeve: Very Good (VG),99.0%,nan,nan,$140.00
Les Baxter – Space Escapade,"Capitol Records – T968, Capitol Records – T-968",US,"Vinyl, LP, Album, Mono",nan,"Jazz, Pop",1958,"Space-Age, Neo-Romantic, Easy Listening","Rated 4.52 of 27 votes (185 have, 397 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),98.7%,nan,nan,$145.00
Anita O'Day – Anita O'Day Sings Jazz,Norgran Records – MG N-1049,US,"Vinyl, LP, Album, Mono",Original DG mono pressing,Jazz,1955,"Bop, Swing, Vocal","Rated 4.50 of 4 votes (43 have, 72 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.5%,nan,nan,$145.00
Dom Salvador – Abolição 1860-1980,CBS – 33680,Brazil,"Vinyl, 7"", 33 ⅓ RPM",nan,"Jazz, Latin, Funk / Soul",1970,"MPB, Soul, Funk","Rated 4.86 of 7 votes (14 have, 109 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,nan,nan,$145.00
Clifford Brown And Max Roach – Study In Brown,"EmArcy – MG 36037, EmArcy – MG-36037",US,"Vinyl, LP, Album, Mono","Label: Small drummer label with silver rim
Record: Stamped YMG on one side
Cover: Blue back

Front jacket and labels: MG-36037
Spine and rear jacket: MG 36037",Jazz,1955,"Bop, Hard Bop","Rated 4.75 of 48 votes (375 have, 417 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),96.7%,nan,"RCA Records Pressing Plant, Indianapolis",$145.28
Jimmy Forrest – Forrest Fire,"New Jazz – 8250, New Jazz – NJLP 8250",US,"Vinyl, LP, Album, Mono","Purple label with silver print, Bergenfield NJ address.",Jazz,1960,,"Rated 3.71 of 7 votes (64 have, 85 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),92.6%,nan,nan,$146.04
Various – Current Hits Volume 5,Hit Records (4) – HLP 1005,US,"Vinyl, LP, Compilation",nan,"Jazz, Pop, Folk, World, & Country",1963,,"Rated 3.00 of 2 votes (24 have, 2 want)",Mint (M),Sleeve: Mint (M),99.3%,nan,nan,$146.15
Miles Davis – Miles Davis And The Modern Jazz Giants,Prestige – PRLP 7150,US,"Vinyl, LP, Compilation, Mono","Recorded on December 24, 1954 and October 26, 1956 (B1). Released early 1958 [? - see edit notes], simulated stereo copies do exist.

Track B3 was previously released as a 10 inch, 16rpm disc.

Copies are (deep groove) pressed on heavy vinyl with yellow labels. The have company address of ""203 So. Washington Ave, Bergenfield, N.J."". Cover has laminated foil over cover artwork paper.",Jazz,1959,Hard Bop,"Rated 4.56 of 52 votes (497 have, 415 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.4%,nan,nan,$143.91
